"Username","Condition.Number","Condition.Description","Stimuli.Cue","Stimuli.Answer","Stimuli.Shuffle","Stimuli.Stimuli.Notes","FREQ.RT","Response.JOL","Response.RT.1","Response.Response","Response.Accuracy","Recall_Score"
"10056332",9,"Frequency Version A","DUE","ASSIGNMENT","Study1","S",4449,"99",4533,"assignment",100,100
"w10005012",9,"Frequency Version A","DUE","ASSIGNMENT","Study1","S",2401,"100",5069,"assignment",100,100
"w10007676",9,"Frequency Version A","DUE","ASSIGNMENT","Study1","S",3686,"100",9651,"ASSIGNMENT",100,100
"w10008769",9,"Frequency Version A","DUE","ASSIGNMENT","Study1","S",9157,"99",6295,"ASSIGNMENT",100,100
"w10010991_apc",9,"Frequency Version A","DUE","ASSIGNMENT","Study1","S",5041,"90",5402,"assignment",100,100
"w10017318_jw",9,"Frequency Version A","DUE","ASSIGNMENT","Study1","S",5663,"91",4352,"",0,0
"w10051017_dg",9,"Frequency Version A","DUE","ASSIGNMENT","Study1","S",5780,"100",3047,"assignment",100,100
"w215680_oa",9,"Frequency Version A","DUE","ASSIGNMENT","Study1","S",3392,"100",3611,"assignment",100,100
"w726337",9,"Frequency Version A","DUE","ASSIGNMENT","Study1","S",9112,"75",4486,"date",28.571428571429,0
"w997109",9,"Frequency Version A","DUE","ASSIGNMENT","Study1","S",11744,"99",13211,"Assignment ",100,100
"10056332",9,"Frequency Version A","DUMP","WASTE","Study1","S",4786,"85",3321,"waste",100,100
"w10005012",9,"Frequency Version A","DUMP","WASTE","Study1","S",1502,"75",25504,"HIM",0,0
"w10007676",9,"Frequency Version A","DUMP","WASTE","Study1","S",4371,"95",4722,"TRUCK",20,0
"w10008769",9,"Frequency Version A","DUMP","WASTE","Study1","S",18321,"90",3159,"WASTE",100,100
"w10010991_apc",9,"Frequency Version A","DUMP","WASTE","Study1","S",5151,"85",3638,"waste",100,100
"w10017318_jw",9,"Frequency Version A","DUMP","WASTE","Study1","S",13873,"10",2560,"Waste",100,100
"w10051017_dg",9,"Frequency Version A","DUMP","WASTE","Study1","S",6421,"75",5987,"waste",100,100
"w215680_oa",9,"Frequency Version A","DUMP","WASTE","Study1","S",7952,"90",2588,"waste",100,100
"w726337",9,"Frequency Version A","DUMP","WASTE","Study1","S",8444,"99",2734,"waste",100,100
"w997109",9,"Frequency Version A","DUMP","WASTE","Study1","S",9540,"99",7249,"Waste ",100,100
"10056332",9,"Frequency Version A","EDITOR","NEWS","Study1","F",5173,"100",2507,"news",100,100
"w10005012",9,"Frequency Version A","EDITOR","NEWS","Study1","F",1917,"49",4764,"chief",22.222222222222,0
"w10007676",9,"Frequency Version A","EDITOR","NEWS","Study1","F",3887,"35",5624,"JOURNALIST",28.571428571429,0
"w10008769",9,"Frequency Version A","EDITOR","NEWS","Study1","F",9755,"80",4168,"NEWS",100,100
"w10010991_apc",9,"Frequency Version A","EDITOR","NEWS","Study1","F",3910,"80",3559,"news",100,100
"w10017318_jw",9,"Frequency Version A","EDITOR","NEWS","Study1","F",14228,"92",1397,"",0,0
"w10051017_dg",9,"Frequency Version A","EDITOR","NEWS","Study1","F",7061,"55",4809,"writer",20,0
"w215680_oa",9,"Frequency Version A","EDITOR","NEWS","Study1","F",1734,"100",8059,"news",100,100
"w726337",9,"Frequency Version A","EDITOR","NEWS","Study1","F",4211,"95",18639,"book",0,0
"w997109",9,"Frequency Version A","EDITOR","NEWS","Study1","F",17132,"90",7424,"News ",100,100
"10056332",9,"Frequency Version A","FIRE","BLAZE","Study1","B",2992,"100",9886,"",0,0
"w10005012",9,"Frequency Version A","FIRE","BLAZE","Study1","B",1221,"75",3701,"ice",25,0
"w10007676",9,"Frequency Version A","FIRE","BLAZE","Study1","B",6094,"78",6620,"HOT",0,0
"w10008769",9,"Frequency Version A","FIRE","BLAZE","Study1","B",6278,"40",3715,"BLAZE",100,100
"w10010991_apc",9,"Frequency Version A","FIRE","BLAZE","Study1","B",5926,"80",4103,"blaze",100,100
"w10017318_jw",9,"Frequency Version A","FIRE","BLAZE","Study1","B",16111,"23",8999,"",0,0
"w10051017_dg",9,"Frequency Version A","FIRE","BLAZE","Study1","B",22366,"65",5468,"ice",25,0
"w215680_oa",9,"Frequency Version A","FIRE","BLAZE","Study1","B",3043,"60",8073,"blazw",80,100
"w726337",9,"Frequency Version A","FIRE","BLAZE","Study1","B",2761,"20",3816,"blaze",100,100
"w997109",9,"Frequency Version A","FIRE","BLAZE","Study1","B",8292,"99",10950,"Blaze ",100,100
"10056332",9,"Frequency Version A","FIX","HAND","Study1","U",5906,"95",3407,"hand",100,100
"w10005012",9,"Frequency Version A","FIX","HAND","Study1","U",16011,"46",3982,"break",22.222222222222,0
"w10007676",9,"Frequency Version A","FIX","HAND","Study1","U",8457,"0",4228,"BROKEN",20,0
"w10008769",9,"Frequency Version A","FIX","HAND","Study1","U",4798,"0",4420,"HAND",100,100
"w10010991_apc",9,"Frequency Version A","FIX","HAND","Study1","U",3547,"30",4342,"hand",100,100
"w10017318_jw",9,"Frequency Version A","FIX","HAND","Study1","U",7178,"92",5257,"",0,0
"w10051017_dg",9,"Frequency Version A","FIX","HAND","Study1","U",16714,"25",2220,"hand",100,100
"w215680_oa",9,"Frequency Version A","FIX","HAND","Study1","U",4300,"10",22970,"attach",20,0
"w726337",9,"Frequency Version A","FIX","HAND","Study1","U",2505,"80",7371,"unfix",22.222222222222,0
"w997109",9,"Frequency Version A","FIX","HAND","Study1","U",19837,"80",15234,"Hand ",100,100
"10056332",9,"Frequency Version A","FULL","ENOUGH","Study1","B",4912,"50",1479,"",0,0
"w10005012",9,"Frequency Version A","FULL","ENOUGH","Study1","B",3127,"75",4313,"empty",18.181818181818,0
"w10007676",9,"Frequency Version A","FULL","ENOUGH","Study1","B",5405,"10",4692,"EMPTY",18.181818181818,0
"w10008769",9,"Frequency Version A","FULL","ENOUGH","Study1","B",12386,"65",7079,"ENOUGH",100,100
"w10010991_apc",9,"Frequency Version A","FULL","ENOUGH","Study1","B",3602,"80",6284,"enough",100,100
"w10017318_jw",9,"Frequency Version A","FULL","ENOUGH","Study1","B",4015,"100",1337,"",0,0
"w10051017_dg",9,"Frequency Version A","FULL","ENOUGH","Study1","B",3393,"50",1422,"",0,0
"w215680_oa",9,"Frequency Version A","FULL","ENOUGH","Study1","B",4310,"40",9647,"contempt",14.285714285714,0
"w726337",9,"Frequency Version A","FULL","ENOUGH","Study1","B",4099,"80",9464,"empty",18.181818181818,0
"w997109",9,"Frequency Version A","FULL","ENOUGH","Study1","B",9946,"99",10719,"Enough. ",92.307692307692,100
"10056332",9,"Frequency Version A","GEOLOGY","ROCK","Study1","F",3631,"99",1971,"",0,0
"w10005012",9,"Frequency Version A","GEOLOGY","ROCK","Study1","F",1566,"75",3639,"rock",100,100
"w10007676",9,"Frequency Version A","GEOLOGY","ROCK","Study1","F",3674,"12",3621,"ROCK",100,100
"w10008769",9,"Frequency Version A","GEOLOGY","ROCK","Study1","F",9564,"90",3378,"ROCKS",88.888888888889,100
"w10010991_apc",9,"Frequency Version A","GEOLOGY","ROCK","Study1","F",5467,"60",3729,"rock",100,100
"w10017318_jw",9,"Frequency Version A","GEOLOGY","ROCK","Study1","F",47233,"91",1021,"",0,0
"w10051017_dg",9,"Frequency Version A","GEOLOGY","ROCK","Study1","F",4754,"65",3435,"rocks",88.888888888889,100
"w215680_oa",9,"Frequency Version A","GEOLOGY","ROCK","Study1","F",4003,"60",2887,"rock",100,100
"w726337",9,"Frequency Version A","GEOLOGY","ROCK","Study1","F",3748,"90",2959,"rocks",88.888888888889,100
"w997109",9,"Frequency Version A","GEOLOGY","ROCK","Study1","F",20279,"90",7621,"Rock ",100,100
"10056332",9,"Frequency Version A","GREAT","FANTASTIC","Study1","B",4471,"100",3218,"fantastic",100,100
"w10005012",9,"Frequency Version A","GREAT","FANTASTIC","Study1","B",8642,"50",14428,"Day",16.666666666667,0
"w10007676",9,"Frequency Version A","GREAT","FANTASTIC","Study1","B",31811,"100",7886,"AMAZING",37.5,0
"w10008769",9,"Frequency Version A","GREAT","FANTASTIC","Study1","B",4477,"95",15786,"FANTASTIC",100,100
"w10010991_apc",9,"Frequency Version A","GREAT","FANTASTIC","Study1","B",4191,"75",7514,"fantastic",100,100
"w10017318_jw",9,"Frequency Version A","GREAT","FANTASTIC","Study1","B",8565,"73",4106,"Fantastic",100,100
"w10051017_dg",9,"Frequency Version A","GREAT","FANTASTIC","Study1","B",3868,"85",3734,"fantastic",100,100
"w215680_oa",9,"Frequency Version A","GREAT","FANTASTIC","Study1","B",7314,"90",36075,"distinguished",27.272727272727,0
"w726337",9,"Frequency Version A","GREAT","FANTASTIC","Study1","B",3684,"20",13125,"excited",12.5,0
"w997109",9,"Frequency Version A","GREAT","FANTASTIC","Study1","B",28856,"99",9180,"Good",0,0
"10056332",9,"Frequency Version A","GRILL","BAR","Study1","S",4511,"99",1900,"Bar",100,100
"w10005012",9,"Frequency Version A","GRILL","BAR","Study1","S",1470,"45",4240,"chicken",0,0
"w10007676",9,"Frequency Version A","GRILL","BAR","Study1","S",5035,"90",3416,"BAR",100,100
"w10008769",9,"Frequency Version A","GRILL","BAR","Study1","S",15323,"88",3150,"BAR",100,100
"w10010991_apc",9,"Frequency Version A","GRILL","BAR","Study1","S",5092,"80",3697,"bar",100,100
"w10017318_jw",9,"Frequency Version A","GRILL","BAR","Study1","S",9419,"85",2603,"Bar",100,100
"w10051017_dg",9,"Frequency Version A","GRILL","BAR","Study1","S",2553,"80",2532,"",0,0
"w215680_oa",9,"Frequency Version A","GRILL","BAR","Study1","S",7969,"75",2351,"bar",100,100
"w726337",9,"Frequency Version A","GRILL","BAR","Study1","S",6530,"75",5770,"hamburgers",30.769230769231,0
"w997109",9,"Frequency Version A","GRILL","BAR","Study1","S",9680,"99",5897,"Bar",100,100
"10056332",9,"Frequency Version A","HAPPY","CAR","Study1","U",2966,"0",2396,"",0,0
"w10005012",9,"Frequency Version A","HAPPY","CAR","Study1","U",3980,"15",11650,"camper",66.666666666667,0
"w10007676",9,"Frequency Version A","HAPPY","CAR","Study1","U",2812,"0",4706,"CAR",100,100
"w10008769",9,"Frequency Version A","HAPPY","CAR","Study1","U",8052,"0",13048,"SAD",33.333333333333,0
"w10010991_apc",9,"Frequency Version A","HAPPY","CAR","Study1","U",4500,"30",7851,"sad",33.333333333333,0
"w10017318_jw",9,"Frequency Version A","HAPPY","CAR","Study1","U",14309,"72",1039,"",0,0
"w10051017_dg",9,"Frequency Version A","HAPPY","CAR","Study1","U",4110,"15",3961,"",0,0
"w215680_oa",9,"Frequency Version A","HAPPY","CAR","Study1","U",9537,"40",4963,"car",100,100
"w726337",9,"Frequency Version A","HAPPY","CAR","Study1","U",4246,"25",2781,"sad",33.333333333333,0
"w997109",9,"Frequency Version A","HAPPY","CAR","Study1","U",12141,"40",30539,"Sad",33.333333333333,0
"10056332",9,"Frequency Version A","HEIGHT","GROWTH","Study1","B",2788,"99",2482,"",0,0
"w10005012",9,"Frequency Version A","HEIGHT","GROWTH","Study1","B",2341,"50",3863,"tall",20,0
"w10007676",9,"Frequency Version A","HEIGHT","GROWTH","Study1","B",5880,"65",4484,"GROWTH",100,100
"w10008769",9,"Frequency Version A","HEIGHT","GROWTH","Study1","B",4786,"90",21895,"WEIGHT",33.333333333333,0
"w10010991_apc",9,"Frequency Version A","HEIGHT","GROWTH","Study1","B",8148,"60",5141,"growth",100,100
"w10017318_jw",9,"Frequency Version A","HEIGHT","GROWTH","Study1","B",12475,"74",2208,"",0,0
"w10051017_dg",9,"Frequency Version A","HEIGHT","GROWTH","Study1","B",4404,"85",3943,"growth",100,100
"w215680_oa",9,"Frequency Version A","HEIGHT","GROWTH","Study1","B",5074,"50",8113,"length",50,0
"w726337",9,"Frequency Version A","HEIGHT","GROWTH","Study1","B",4665,"25",3492,"growth",100,100
"w997109",9,"Frequency Version A","HEIGHT","GROWTH","Study1","B",12469,"99",8365,"Growth ",100,100
"10056332",9,"Frequency Version A","HERD","COW","Study1","F",2687,"100",1743,"cow",100,100
"w10005012",9,"Frequency Version A","HERD","COW","Study1","F",1632,"20",12006,"That",0,0
"w10007676",9,"Frequency Version A","HERD","COW","Study1","F",3080,"100",2625,"COWS",85.714285714286,100
"w10008769",9,"Frequency Version A","HERD","COW","Study1","F",5017,"90",4464,"COW",100,100
"w10010991_apc",9,"Frequency Version A","HERD","COW","Study1","F",4702,"80",3159,"cow",100,100
"w10017318_jw",9,"Frequency Version A","HERD","COW","Study1","F",10941,"50",2890,"",0,0
"w10051017_dg",9,"Frequency Version A","HERD","COW","Study1","F",85977,"60",3005,"cow",100,100
"w215680_oa",9,"Frequency Version A","HERD","COW","Study1","F",2765,"100",3919,"cow",100,100
"w726337",9,"Frequency Version A","HERD","COW","Study1","F",1716,"90",2146,"cow",100,100
"w997109",9,"Frequency Version A","HERD","COW","Study1","F",21987,"97",9864,"Cow ",100,100
"10056332",9,"Frequency Version A","HIDE","SICK","Study1","U",2720,"0",3876,"sick",100,100
"w10005012",9,"Frequency Version A","HIDE","SICK","Study1","U",1689,"42",21240,"boy",0,0
"w10007676",9,"Frequency Version A","HIDE","SICK","Study1","U",2742,"0",6141,"SEEK",50,0
"w10008769",9,"Frequency Version A","HIDE","SICK","Study1","U",3407,"0",25050,"FEAR",0,0
"w10010991_apc",9,"Frequency Version A","HIDE","SICK","Study1","U",7246,"10",4095,"sick",100,100
"w10017318_jw",9,"Frequency Version A","HIDE","SICK","Study1","U",21025,"47",7408,"",0,0
"w10051017_dg",9,"Frequency Version A","HIDE","SICK","Study1","U",7775,"25",2917,"sick",100,100
"w215680_oa",9,"Frequency Version A","HIDE","SICK","Study1","U",8739,"0",8955,"sick",100,100
"w726337",9,"Frequency Version A","HIDE","SICK","Study1","U",5195,"20",10783,"seek",50,0
"w997109",9,"Frequency Version A","HIDE","SICK","Study1","U",17498,"1",18492,"Scared ",40,0
"10056332",9,"Frequency Version A","HONEY","BEE","Study1","S",2395,"100",1902,"bee",100,100
"w10005012",9,"Frequency Version A","HONEY","BEE","Study1","S",1277,"75",5281,"bee",100,100
"w10007676",9,"Frequency Version A","HONEY","BEE","Study1","S",3127,"100",3217,"BEE",100,100
"w10008769",9,"Frequency Version A","HONEY","BEE","Study1","S",10058,"97",2385,"BEE",100,100
"w10010991_apc",9,"Frequency Version A","HONEY","BEE","Study1","S",4926,"98",3868,"bee",100,100
"w10017318_jw",9,"Frequency Version A","HONEY","BEE","Study1","S",11831,"100",4160,"",0,0
"w10051017_dg",9,"Frequency Version A","HONEY","BEE","Study1","S",3943,"90",4341,"bee",100,100
"w215680_oa",9,"Frequency Version A","HONEY","BEE","Study1","S",4296,"100",2038,"bee",100,100
"w726337",9,"Frequency Version A","HONEY","BEE","Study1","S",4199,"99",1832,"bee",100,100
"w997109",9,"Frequency Version A","HONEY","BEE","Study1","S",8302,"99",5874,"Bee",100,100
"10056332",9,"Frequency Version A","HORNET","STING","Study1","F",6455,"95",1981,"sting",100,100
"w10005012",9,"Frequency Version A","HORNET","STING","Study1","F",2066,"50",5014,"nola",22.222222222222,0
"w10007676",9,"Frequency Version A","HORNET","STING","Study1","F",4838,"70",5015,"STING",100,100
"w10008769",9,"Frequency Version A","HORNET","STING","Study1","F",13588,"95",3588,"STING",100,100
"w10010991_apc",9,"Frequency Version A","HORNET","STING","Study1","F",5163,"99",5708,"sting",100,100
"w10017318_jw",9,"Frequency Version A","HORNET","STING","Study1","F",33936,"79",2605,"",0,0
"w10051017_dg",9,"Frequency Version A","HORNET","STING","Study1","F",3497,"90",2716,"sting",100,100
"w215680_oa",9,"Frequency Version A","HORNET","STING","Study1","F",12135,"90",7159,"wasp",22.222222222222,0
"w726337",9,"Frequency Version A","HORNET","STING","Study1","F",2670,"90",2446,"wasp",22.222222222222,0
"w997109",9,"Frequency Version A","HORNET","STING","Study1","F",13649,"99",8588,"Sting ",100,100
"10056332",9,"Frequency Version A","HOT","CHILI","Study1","B",3221,"99",3514,"",0,0
"w10005012",9,"Frequency Version A","HOT","CHILI","Study1","B",1050,"75",4077,"tamale",18.181818181818,0
"w10007676",9,"Frequency Version A","HOT","CHILI","Study1","B",4654,"50",3430,"COLD",44.444444444444,0
"w10008769",9,"Frequency Version A","HOT","CHILI","Study1","B",9716,"70",5426,"CHILI",100,100
"w10010991_apc",9,"Frequency Version A","HOT","CHILI","Study1","B",3594,"90",9858,"chilli",90.909090909091,100
"w10017318_jw",9,"Frequency Version A","HOT","CHILI","Study1","B",6430,"95",3973,"",0,0
"w10051017_dg",9,"Frequency Version A","HOT","CHILI","Study1","B",106959,"80",3730,"warm",0,0
"w215680_oa",9,"Frequency Version A","HOT","CHILI","Study1","B",10934,"20",3988,"chilli",90.909090909091,100
"w726337",9,"Frequency Version A","HOT","CHILI","Study1","B",1771,"90",2611,"cold",44.444444444444,0
"w997109",9,"Frequency Version A","HOT","CHILI","Study1","B",20280,"88",7714,"Chill",80,100
"10056332",9,"Frequency Version A","HUNGER","FAMINE","Study1","B",4981,"99",2303,"park",20,0
"w10005012",9,"Frequency Version A","HUNGER","FAMINE","Study1","B",3888,"100",5593,"full",20,0
"w10007676",9,"Frequency Version A","HUNGER","FAMINE","Study1","B",6100,"75",4948,"FAMINE",100,100
"w10008769",9,"Frequency Version A","HUNGER","FAMINE","Study1","B",6496,"80",3815,"FAMINE",100,100
"w10010991_apc",9,"Frequency Version A","HUNGER","FAMINE","Study1","B",5108,"100",5963,"famine ",100,100
"w10017318_jw",9,"Frequency Version A","HUNGER","FAMINE","Study1","B",29691,"25",3444,"Famine",100,100
"w10051017_dg",9,"Frequency Version A","HUNGER","FAMINE","Study1","B",3980,"75",3225,"famine",100,100
"w215680_oa",9,"Frequency Version A","HUNGER","FAMINE","Study1","B",4076,"100",29624,"feminine",71.428571428571,0
"w726337",9,"Frequency Version A","HUNGER","FAMINE","Study1","B",4422,"99",11537,"starving",42.857142857143,0
"w997109",9,"Frequency Version A","HUNGER","FAMINE","Study1","B",14543,"98",11564,"Park ",20,0
"10056332",9,"Frequency Version A","HYGIENE","CLEAN","Study1","F",2955,"100",1853,"clean",100,100
"w10005012",9,"Frequency Version A","HYGIENE","CLEAN","Study1","F",1513,"50",9846,"good",0,0
"w10007676",9,"Frequency Version A","HYGIENE","CLEAN","Study1","F",5457,"100",3339,"HEALTH",36.363636363636,0
"w10008769",9,"Frequency Version A","HYGIENE","CLEAN","Study1","F",14507,"90",2890,"CLEAN",100,100
"w10010991_apc",9,"Frequency Version A","HYGIENE","CLEAN","Study1","F",5124,"70",5568,"clean",100,100
"w10017318_jw",9,"Frequency Version A","HYGIENE","CLEAN","Study1","F",4995,"99",3624,"Clean",100,100
"w10051017_dg",9,"Frequency Version A","HYGIENE","CLEAN","Study1","F",3063,"90",4051,"clean",100,100
"w215680_oa",9,"Frequency Version A","HYGIENE","CLEAN","Study1","F",3162,"100",5057,"clean",100,100
"w726337",9,"Frequency Version A","HYGIENE","CLEAN","Study1","F",6062,"85",2923,"clean",100,100
"w997109",9,"Frequency Version A","HYGIENE","CLEAN","Study1","F",9992,"99",9732,"Clean ",100,100
"10056332",9,"Frequency Version A","KEY","LATCH","Study1","B",8073,"99",1858,"",0,0
"w10005012",9,"Frequency Version A","KEY","LATCH","Study1","B",4993,"50",4324,"latch",100,100
"w10007676",9,"Frequency Version A","KEY","LATCH","Study1","B",4431,"10",3168,"LATCH",100,100
"w10008769",9,"Frequency Version A","KEY","LATCH","Study1","B",6489,"60",4550,"LATCH",100,100
"w10010991_apc",9,"Frequency Version A","KEY","LATCH","Study1","B",5434,"60",3793,"latch",100,100
"w10017318_jw",9,"Frequency Version A","KEY","LATCH","Study1","B",11765,"70",3268,"Latch",100,100
"w10051017_dg",9,"Frequency Version A","KEY","LATCH","Study1","B",14025,"85",3061,"latch",100,100
"w215680_oa",9,"Frequency Version A","KEY","LATCH","Study1","B",26905,"5",34619,"metal",20,0
"w726337",9,"Frequency Version A","KEY","LATCH","Study1","B",5496,"50",12369,"lock",44.444444444444,0
"w997109",9,"Frequency Version A","KEY","LATCH","Study1","B",13569,"98",14685,"Latch ",100,100
"10056332",9,"Frequency Version A","KIDNEY","LIVER","Study1","S",5686,"95",2086,"liver",100,100
"w10005012",9,"Frequency Version A","KIDNEY","LIVER","Study1","S",3145,"50",9583,"liver",100,100
"w10007676",9,"Frequency Version A","KIDNEY","LIVER","Study1","S",6734,"80",6258,"LIVER",100,100
"w10008769",9,"Frequency Version A","KIDNEY","LIVER","Study1","S",5553,"95",6647,"LIVER",100,100
"w10010991_apc",9,"Frequency Version A","KIDNEY","LIVER","Study1","S",4626,"70",4414,"liver",100,100
"w10017318_jw",9,"Frequency Version A","KIDNEY","LIVER","Study1","S",28985,"100",4980,"",0,0
"w10051017_dg",9,"Frequency Version A","KIDNEY","LIVER","Study1","S",5601,"85",4587,"liver",100,100
"w215680_oa",9,"Frequency Version A","KIDNEY","LIVER","Study1","S",2878,"90",16817,"liver",100,100
